METHOD|FULL_PATH|AUTH|CONTROLLER|SOURCE_FILE
GET|/api/v1/admin/store-warehouse/delivery-zones|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|(handler)|src/modules/admin/store-warehouse-sub.routes.ts
GET|/api/v1/admin/store-warehouse/grns|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|(handler)|src/modules/admin/store-warehouse-sub.routes.ts
GET|/api/v1/admin/store-warehouse/grns/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|(handler)|src/modules/admin/store-warehouse-sub.routes.ts
GET|/api/v1/admin/store-warehouse/inventories|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|(handler)|src/modules/admin/store-warehouse-sub.routes.ts
POST|/api/v1/admin/store-warehouse/inventories|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|(handler)|src/modules/admin/store-warehouse-sub.routes.ts
DELETE|/api/v1/admin/store-warehouse/inventories/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|(handler)|src/modules/admin/store-warehouse-sub.routes.ts
GET|/api/v1/admin/store-warehouse/inventories/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|(handler)|src/modules/admin/store-warehouse-sub.routes.ts
PUT|/api/v1/admin/store-warehouse/inventories/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|(handler)|src/modules/admin/store-warehouse-sub.routes.ts
GET|/api/v1/admin/store-warehouse/putaway|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|(handler)|src/modules/admin/store-warehouse-sub.routes.ts
GET|/api/v1/admin/store-warehouse/stock-movements|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|(handler)|src/modules/admin/store-warehouse-sub.routes.ts
GET|/api/v1/admin/store-warehouse/warehouse-inventory|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|(handler)|src/modules/admin/store-warehouse-sub.routes.ts
POST|/api/v1/admin/store-warehouse/warehouse-inventory|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|(handler)|src/modules/admin/store-warehouse-sub.routes.ts
DELETE|/api/v1/admin/store-warehouse/warehouse-inventory/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|(handler)|src/modules/admin/store-warehouse-sub.routes.ts
PUT|/api/v1/admin/store-warehouse/warehouse-inventory/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|(handler)|src/modules/admin/store-warehouse-sub.routes.ts
GET|/api/v1/admin/stores|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|storeWarehouseController.listStores|src/modules/admin/store-warehouse.routes.ts
POST|/api/v1/admin/stores|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|storeWarehouseController.createStore|src/modules/admin/store-warehouse.routes.ts
DELETE|/api/v1/admin/stores/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|storeWarehouseController.deleteStore|src/modules/admin/store-warehouse.routes.ts
GET|/api/v1/admin/stores/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|storeWarehouseController.getStore|src/modules/admin/store-warehouse.routes.ts
PUT|/api/v1/admin/stores/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|storeWarehouseController.updateStore|src/modules/admin/store-warehouse.routes.ts
GET|/api/v1/admin/stores/performance|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|storeWarehouseController.getStorePerformance|src/modules/admin/store-warehouse.routes.ts
GET|/api/v1/admin/stores/stats|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|storeWarehouseController.getStoreStats|src/modules/admin/store-warehouse.routes.ts
GET|/api/v1/admin/support-chat/conversations|admin JWT (Bearer or cookie selorg_admin_token)|controller.adminListConversations|src/modules/support-chat/support-chat.routes.ts
GET|/api/v1/admin/support-chat/conversations/:id|admin JWT (Bearer or cookie selorg_admin_token)|controller.adminGetConversation|src/modules/support-chat/support-chat.routes.ts
GET|/api/v1/admin/support-chat/conversations/:id/context|admin JWT (Bearer or cookie selorg_admin_token)|controller.adminGetConversationContext|src/modules/support-chat/support-chat.routes.ts
POST|/api/v1/admin/support-chat/conversations/:id/messages|admin JWT (Bearer or cookie selorg_admin_token)|controller.adminSendMessage|src/modules/support-chat/support-chat.routes.ts
POST|/api/v1/admin/support-chat/conversations/:id/read|admin JWT (Bearer or cookie selorg_admin_token)|controller.adminMarkRead|src/modules/support-chat/support-chat.routes.ts
PATCH|/api/v1/admin/support-chat/conversations/:id/status|admin JWT (Bearer or cookie selorg_admin_token)|controller.adminUpdateStatus|src/modules/support-chat/support-chat.routes.ts
GET|/api/v1/admin/support/agents|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.listAgents|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/support/canned-responses|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.listCannedResponses|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/support/categories|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.listCategories|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/support/faqs|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.listFaqs|src/modules/admin/admin.routes.ts
POST|/api/v1/admin/support/faqs|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.createFaq|src/modules/admin/admin.routes.ts
DELETE|/api/v1/admin/support/faqs/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.deleteFaq|src/modules/admin/admin.routes.ts
PATCH|/api/v1/admin/support/faqs/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.updateFaq|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/support/feedback|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.listFeedback|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/support/live-chats|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.listLiveChats|src/modules/admin/admin.routes.ts
POST|/api/v1/admin/support/live-chats/:id/accept|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.acceptLiveChat|src/modules/admin/admin.routes.ts
POST|/api/v1/admin/support/live-chats/:id/messages|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.sendLiveChatMessage|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/support/sla-metrics|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.getSlaMetrics|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/support/tickets|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.listTickets|src/modules/admin/admin.routes.ts
POST|/api/v1/admin/support/tickets|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.createTicket|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/support/tickets/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.getTicketById|src/modules/admin/admin.routes.ts
PATCH|/api/v1/admin/support/tickets/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.updateTicket|src/modules/admin/admin.routes.ts
POST|/api/v1/admin/support/tickets/:id/assign|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.assignTicket|src/modules/admin/admin.routes.ts
POST|/api/v1/admin/support/tickets/:id/close|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.closeTicket|src/modules/admin/admin.routes.ts
POST|/api/v1/admin/support/tickets/:id/escalate|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.escalateTicket|src/modules/admin/admin.routes.ts
POST|/api/v1/admin/support/tickets/:id/notes|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.addTicketNote|src/modules/admin/admin.routes.ts
POST|/api/v1/admin/support/tickets/:id/redelivery|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.redeliveryTicket|src/modules/admin/admin.routes.ts
POST|/api/v1/admin/support/tickets/:id/refund|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|supportCtrl.refundTicket|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/system/advanced|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.getAdvanced|src/modules/admin/system-config.routes.ts
PUT|/api/v1/admin/system/advanced|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.updateAdvanced|src/modules/admin/system-config.routes.ts
GET|/api/v1/admin/system/api-endpoints|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_CONFIG_READ|(handler)|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/system/api-keys|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.listApiKeys|src/modules/admin/system-config.routes.ts
POST|/api/v1/admin/system/api-keys|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; zod|controller.createApiKey|src/modules/admin/system-config.routes.ts
POST|/api/v1/admin/system/api-keys/:id/revoke|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.revokeApiKey|src/modules/admin/system-config.routes.ts
POST|/api/v1/admin/system/api-keys/:id/rotate|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.rotateApiKey|src/modules/admin/system-config.routes.ts
POST|/api/v1/admin/system/cache/clear|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_CONFIG_WRITE|(handler)|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/system/cache/stats|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_CONFIG_READ|(handler)|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/system/cron-jobs|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.listCronJobs|src/modules/admin/system-config.routes.ts
PUT|/api/v1/admin/system/cron-jobs/:jobId|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.toggleCronJob|src/modules/admin/system-config.routes.ts
POST|/api/v1/admin/system/cron-jobs/:jobId/trigger|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.triggerCronJob|src/modules/admin/system-config.routes.ts
GET|/api/v1/admin/system/delivery|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.getDelivery|src/modules/admin/system-config.routes.ts
PUT|/api/v1/admin/system/delivery|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.updateDelivery|src/modules/admin/system-config.routes.ts
GET|/api/v1/admin/system/env-variables|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.listEnvVariables|src/modules/admin/system-config.routes.ts
PUT|/api/v1/admin/system/env-variables/:key|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.updateEnvVariable|src/modules/admin/system-config.routes.ts
GET|/api/v1/admin/system/feature-flags|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.listFeatureFlags|src/modules/admin/system-config.routes.ts
PUT|/api/v1/admin/system/feature-flags/:id/toggle|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.toggleFeatureFlag|src/modules/admin/system-config.routes.ts
GET|/api/v1/admin/system/general|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.getGeneral|src/modules/admin/system-config.routes.ts
PUT|/api/v1/admin/system/general|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.updateGeneral|src/modules/admin/system-config.routes.ts
GET|/api/v1/admin/system/instances|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_CONFIG_READ|(handler)|src/modules/admin/admin.routes.ts
POST|/api/v1/admin/system/instances/:id/restart|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_CONFIG_WRITE|(handler)|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/system/integrations|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.listIntegrations|src/modules/admin/system-config.routes.ts
PUT|/api/v1/admin/system/integrations/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.updateIntegration|src/modules/admin/system-config.routes.ts
POST|/api/v1/admin/system/integrations/:id/test|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.testIntegration|src/modules/admin/system-config.routes.ts
GET|/api/v1/admin/system/logs|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_CONFIG_READ|(handler)|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/system/maintenance|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.getMaintenanceMode|src/modules/admin/system-config.routes.ts
POST|/api/v1/admin/system/maintenance|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; zod|controller.toggleMaintenanceMode|src/modules/admin/system-config.routes.ts
GET|/api/v1/admin/system/migrations|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_CONFIG_READ|(handler)|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/system/notifications|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.getNotifications|src/modules/admin/system-config.routes.ts
PUT|/api/v1/admin/system/notifications|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.updateNotifications|src/modules/admin/system-config.routes.ts
GET|/api/v1/admin/system/payment-gateways|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.listPaymentGateways|src/modules/admin/system-config.routes.ts
PUT|/api/v1/admin/system/payment-gateways/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.updatePaymentGateway|src/modules/admin/system-config.routes.ts
GET|/api/v1/admin/system/performance|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_CONFIG_READ|(handler)|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/system/server-status|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_CONFIG_READ|(handler)|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/system/tax-settings|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.getTax|src/modules/admin/system-config.routes.ts
PUT|/api/v1/admin/system/tax-settings|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|controller.updateTax|src/modules/admin/system-config.routes.ts
GET|/api/v1/admin/training-videos|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|trainingVideosCtrl.listTrainingVideos|src/modules/admin/admin.routes.ts
POST|/api/v1/admin/training-videos|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|trainingVideosCtrl.createTrainingVideo|src/modules/admin/admin.routes.ts
DELETE|/api/v1/admin/training-videos/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|trainingVideosCtrl.deleteTrainingVideo|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/training-videos/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|trainingVideosCtrl.getTrainingVideoById|src/modules/admin/admin.routes.ts
PUT|/api/v1/admin/training-videos/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|trainingVideosCtrl.updateTrainingVideo|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/training-videos/picker-progress|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|trainingVideosCtrl.getPickerProgress|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/users|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_USERS_READ|usersController.getUsers|src/modules/admin/admin.routes.ts
POST|/api/v1/admin/users|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_USERS_WRITE; zod|usersController.createUser|src/modules/admin/admin.routes.ts
DELETE|/api/v1/admin/users/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_USERS_WRITE|usersController.deleteUser|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/users/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_USERS_READ|usersController.getUserById|src/modules/admin/admin.routes.ts
PUT|/api/v1/admin/users/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_USERS_WRITE; zod|usersController.updateUser|src/modules/admin/admin.routes.ts
PUT|/api/v1/admin/users/:id/reset-password|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_USERS_WRITE; zod|usersController.resetPassword|src/modules/admin/admin.routes.ts
PUT|/api/v1/admin/users/:id/role|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_ROLES_WRITE; zod|usersController.assignRole|src/modules/admin/admin.routes.ts
POST|/api/v1/admin/users/bulk|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_USERS_WRITE; zod|usersController.bulkUserAction|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/users/managers|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_USERS_READ|masterDataController.listManagers|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/users/me|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|usersController.getCurrentUserProfile|src/modules/admin/admin.routes.ts
POST|/api/v1/admin/users/verification/send-otp|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_USERS_WRITE; zod|(handler)|src/modules/admin/admin.routes.ts
POST|/api/v1/admin/users/verification/verify-otp|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin; perm: PERMISSIONS.ADMIN_USERS_WRITE; zod|(handler)|src/modules/admin/admin.routes.ts
GET|/api/v1/admin/vehicle-types|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|masterDataController.listVehicleTypes|src/modules/admin/master-data.routes.ts
POST|/api/v1/admin/vehicle-types|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|masterDataController.createVehicleType|src/modules/admin/master-data.routes.ts
DELETE|/api/v1/admin/vehicle-types/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|masterDataController.deleteVehicleType|src/modules/admin/master-data.routes.ts
GET|/api/v1/admin/vehicle-types/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|masterDataController.getVehicleType|src/modules/admin/master-data.routes.ts
PUT|/api/v1/admin/vehicle-types/:id|admin JWT (Bearer or cookie selorg_admin_token); roles: admin, super_admin|masterDataController.updateVehicleType|src/modules/admin/master-data.routes.ts
GET|/api/v1/admin/vendor/approvals|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.listProcurementApprovals|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/approvals/:approvalId/approve|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.approveProcurement|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/approvals/:approvalId/reject|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.rejectProcurement|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/approvals/summary|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getProcurementApprovalsSummary|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/approvals/tasks|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.listProcurementApprovalTasks|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/approvals/tasks/:id|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getProcurementApprovalTaskById|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/approvals/tasks/:id/decision|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.submitProcurementDecision|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/certificates|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.listCertificates|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/certificates|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createCertificate|src/modules/vendor/vendor.routes.ts
DELETE|/api/v1/admin/vendor/certificates/:certificateId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.deleteCertificate|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/certificates/:certificateId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getCertificateById|src/modules/vendor/vendor.routes.ts
PATCH|/api/v1/admin/vendor/certificates/:certificateId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.patchCertificate|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/dashboard/summary|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getDashboardSummary|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/inbound/bulk-import|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createBulkImportJob|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inbound/bulk-import/:jobId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getBulkImportJobStatus|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inbound/exceptions|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.listInboundExceptions|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/inbound/exceptions|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createInboundException|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/inbound/exceptions/:exceptionId/resolve|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.resolveInboundException|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inbound/grn|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.listGRNs|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/inbound/grn|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createGRN|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inbound/grn/:grnId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getGRNById|src/modules/vendor/vendor.routes.ts
PUT|/api/v1/admin/vendor/inbound/grn/:grnId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.updateGRN|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inbound/grns|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.listGRNs|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/inbound/grns|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createGRN|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inbound/grns/:grnId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getGRNById|src/modules/vendor/vendor.routes.ts
PUT|/api/v1/admin/vendor/inbound/grns/:grnId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.updateGRN|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/inbound/grns/:grnId/approve|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.approveGRN|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/inbound/grns/:grnId/archive|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.archiveGRN|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/inbound/grns/:grnId/reject|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.rejectGRN|src/modules/vendor/vendor.routes.ts
PATCH|/api/v1/admin/vendor/inbound/grns/:grnId/status|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.patchGRNStatus|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inbound/overview|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getInboundOverview|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inbound/report|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getInboundReport|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inbound/rtvs|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.listRTVs|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/inbound/rtvs|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createRTV|src/modules/vendor/vendor.routes.ts
PATCH|/api/v1/admin/vendor/inbound/rtvs/:rtvId/status|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.patchRTVStatus|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inbound/shipments|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.listShipments|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/inbound/shipments|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createShipment|src/modules/vendor/vendor.routes.ts
PATCH|/api/v1/admin/vendor/inbound/shipments/:shipmentId/status|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.patchShipmentStatus|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inventory|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.listVendorInventory|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inventory/:vendorId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getVendorInventorySummary|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inventory/:vendorId/aging-alerts|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.listVendorAgingAlerts|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/inventory/:vendorId/aging-alerts/:alertId/ack|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.ackVendorAgingAlert|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inventory/:vendorId/aging-inventory|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getVendorAgingInventory|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/inventory/:vendorId/aging-inventory/:itemId/liquidate|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.liquidateAgingItem|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/inventory/:vendorId/aging-inventory/:itemId/return|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.returnAgingItem|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inventory/:vendorId/kpis|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getVendorInventoryKPIs|src/modules/vendor/vendor.routes.ts
POST|/api/v1/admin/vendor/inventory/:vendorId/reconcile|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.reconcileVendorInventory|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inventory/:vendorId/stock|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.listVendorStock|src/modules/vendor/vendor.routes.ts
GET|/api/v1/admin/vendor/inventory/:vendorId/stockouts|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getVendorStockouts|src/modules/vendor/vendor.routes.ts
