METHOD|FULL_PATH|AUTH|CONTROLLER|SOURCE_FILE
POST|/api/v1/darkstore/health/checklists/:checklistId/submit|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.submitChecklist|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/health/equipment|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getEquipment|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/health/incidents|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getIncidents|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/health/incidents|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.reportIncident|src/modules/darkstore/darkstore.routes.ts
PUT|/api/v1/darkstore/health/incidents/:incidentId/resolve|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.resolveIncident|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/health/summary|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getHealthSummary|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/hsd/devices/:deviceId/actions|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getDeviceHistory|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/hsd/devices/:deviceId/assign|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.assignHSDDevice|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/hsd/devices/:deviceId/control|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.deviceControl|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/hsd/devices/:deviceId/history|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getDeviceHistory|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/hsd/devices/:deviceId/unassign|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.unassignHSDDevice|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/hsd/devices/bulk-reset|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.bulkResetHSDDevices|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/hsd/devices/register|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.registerHSDDevice|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/hsd/fleet|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getHSDFleetOverview|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/hsd/issues|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getHSDIssues|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/hsd/issues/report|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.reportHSDIssue|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/hsd/logs|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getAuditLogs|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/hsd/picker-users|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getHSDPickerUsers|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/hsd/requisitions|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createHSDRequisition|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/hsd/sessions/:deviceId/action|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.sessionAction|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/hsd/sessions/live|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getLiveSessions|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/hsd/users|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getHSDUserList|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/hsd/users/:userId/device-request-otp|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getHSDUserOtp|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/hsd/users/:userId/generate-device-otp|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.generateHSDUserOtp|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/inbound/grn|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getGRNList|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/inbound/grn/:grnId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getGRNDetails|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/inbound/grn/:grnId/complete|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.completeGRNProcessing|src/modules/darkstore/darkstore.routes.ts
PUT|/api/v1/darkstore/inbound/grn/:grnId/items/:sku|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.updateGRNItemQuantity|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/inbound/grn/:grnId/start|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.startGRNProcessing|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/inbound/putaway|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getPutawayTasks|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/inbound/putaway/:taskId/assign|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.assignPutawayTask|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/inbound/putaway/:taskId/complete|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.completePutawayTask|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/inbound/summary|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getInboundSummary|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/inbound/transfers|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getInterStoreTransfers|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/inbound/transfers/:transferId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getInterStoreTransfers|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/inbound/transfers/:transferId/receive|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.receiveInterStoreTransfer|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/inbound/transfers/sync|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.syncInterStoreTransfers|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/inventory/adjustments|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getAdjustments|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/inventory/adjustments|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createAdjustment|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/inventory/audit-log|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getAuditLog|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/inventory/bulk-import|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.bulkImportInventory|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/inventory/cycle-count|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getCycleCount|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/inventory/cycle-count/report|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.downloadCycleCountReport|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/inventory/import-template|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.downloadInventoryImportTemplate|src/modules/darkstore/darkstore.routes.ts
PUT|/api/v1/darkstore/inventory/items/:sku|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.updateInventoryItem|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/inventory/product-location/:sku|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getProductLocation|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/inventory/restock|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.listRestocks|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/inventory/restock|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createRestock|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/inventory/restock-task|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createRestockTask|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/inventory/scan|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.scanItem|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/inventory/shelf-view|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getShelfView|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/inventory/shelves|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.listShelves|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/inventory/shelves|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createShelf|src/modules/darkstore/darkstore.routes.ts
DELETE|/api/v1/darkstore/inventory/shelves/:shelfId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.deleteShelf|src/modules/darkstore/darkstore.routes.ts
PUT|/api/v1/darkstore/inventory/shelves/:shelfId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.updateShelf|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/inventory/stock-levels|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getStockLevels|src/modules/darkstore/darkstore.routes.ts
DELETE|/api/v1/darkstore/inventory/stock-levels/:sku|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.deleteInventoryItem|src/modules/darkstore/darkstore.routes.ts
PUT|/api/v1/darkstore/inventory/stock-levels/:sku|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.updateStockLevel|src/modules/darkstore/darkstore.routes.ts
PUT|/api/v1/darkstore/inventory/stock-levels/:sku/status|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.changeItemStatus|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/issues|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.listIssues|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/issues/:id|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getIssueById|src/modules/darkstore/darkstore.routes.ts
PATCH|/api/v1/darkstore/issues/:id|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.updateIssue|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/issues/ops-users|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getOpsUsers|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/logistics/estimate|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getLogisticsEstimate|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/logistics/orders|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.listLogisticsOrders|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/logistics/orders|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createLogisticsOrder|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/logistics/orders/:id|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getLogisticsOrder|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/logistics/orders/:id/cancel|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.cancelLogisticsOrder|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/logistics/orders/:id/tracking|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getLogisticsOrderTracking|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/operations/activity-feed|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getActivityFeed|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/operations/alerts|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getOperationalAlerts|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/operations/escalation-suggestions|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getEscalationSuggestions|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/operations/exception-queue|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getExceptionQueue|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/operations/live-picking|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getLivePickingMonitor|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/operations/missing-items|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getMissingItems|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/operations/order-workflow/:orderId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getOrderWorkflow|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/operations/pipeline|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getPipelineStats|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/operations/regional-pipeline|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getRegionalPipeline|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/operations/sla-monitor|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getSlaMonitor|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/operations/workflow-sla-metrics|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getWorkflowSlaMetrics|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/orders|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getOrders|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/orders/:orderId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getOrderById|src/modules/darkstore/darkstore.routes.ts
PATCH|/api/v1/darkstore/orders/:orderId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.updateOrder|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/orders/:orderId/action-logs|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getAlertHistory|src/modules/darkstore/darkstore.routes.ts
PATCH|/api/v1/darkstore/orders/:orderId/assign|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.assignOrder|src/modules/darkstore/darkstore.routes.ts
PATCH|/api/v1/darkstore/orders/:orderId/bag-rack|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.updateBagRack|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/orders/:orderId/call-customer|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getCallCustomerLog|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/orders/:orderId/call-customer|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.callCustomer|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/orders/:orderId/cancel|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.cancelOrder|src/modules/darkstore/darkstore.routes.ts
PATCH|/api/v1/darkstore/orders/:orderId/complete-picking|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.completePicking|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/orders/:orderId/mark-rto|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getMarkRTOStatus|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/orders/:orderId/mark-rto|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.markRTO|src/modules/darkstore/darkstore.routes.ts
PATCH|/api/v1/darkstore/orders/:orderId/start-picking|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.startPicking|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/outbound/dispatch|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getReadyForDispatchOrders|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/outbound/dispatch/assign|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.manuallyAssignRider|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/outbound/dispatch/batch|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.batchDispatchOrders|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/outbound/ready-orders|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getReadyForDispatchOrders|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/outbound/riders|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getActiveRiders|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/outbound/summary|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getOutboundSummary|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/outbound/transfers|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getOutboundTransferRequests|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/outbound/transfers/:requestId/approve|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.approveTransferRequest|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/outbound/transfers/:requestId/fulfillment|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getTransferFulfillmentStatus|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/outbound/transfers/:requestId/reject|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.rejectTransferRequest|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/outbound/transfers/sla-summary|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getTransferSLASummary|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/packing/orders/:orderId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getPackingOrderDetails|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/packing/orders/:orderId/complete|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.completePackingOrder|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/packing/orders/:orderId/report-damaged|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.reportDamagedItem|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/packing/orders/:orderId/report-missing|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.reportMissingItem|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/packing/orders/:orderId/scan|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.scanPackingItem|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/packing/queue|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getPackQueue|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/pick-ops|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getPicklists|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/pickers|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getStaffRoster|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/pickers/:id/performance|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getPickerPerformance|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/pickers/available|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getStaffRoster|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/pickers/live|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getStaffRoster|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/pickers/performance/summary|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getPickerPerformanceSummary|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/pickers/registry|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getPickerRegistry|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/picklists|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getPicklists|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/picklists|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createPicklist|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/picklists/:picklistId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getPicklistDetails|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/picklists/:picklistId/assign|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.assignPickerToPicklist|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/picklists/:picklistId/complete|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.completePicklist|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/picklists/:picklistId/move-to-packing|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.movePicklistToPacking|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/picklists/:picklistId/pause|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.pausePicklist|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/picklists/:picklistId/progress|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.updatePicklistProgress|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/picklists/:picklistId/start|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.startPicklistPicking|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/qc/checks|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getComplianceChecks|src/modules/darkstore/darkstore.routes.ts
PUT|/api/v1/darkstore/qc/checks/:itemId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.toggleComplianceCheck|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/qc/compliance/audit-status|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getAuditStatus|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/qc/compliance/logs|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getComplianceLogs|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/qc/compliance/logs|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.addComplianceLog|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/qc/docs|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getComplianceDocs|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/qc/failures|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getQCFailures|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/qc/failures/:failureId/resolve|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.resolveQCFailure|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/qc/history|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getAlertHistory|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/qc/inspections|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getQCInspections|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/qc/inspections|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createQCInspection|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/qc/recent-failures|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getQCFailures|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/qc/rejections|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getRejections|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/qc/rejections|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createRejection|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/qc/samples|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getSampleTests|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/qc/samples|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createSampleTest|src/modules/darkstore/darkstore.routes.ts
PUT|/api/v1/darkstore/qc/samples/:sampleId|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.updateSampleResult|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/qc/summary|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getQCSummary|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/qc/temperature|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getTemperatureLogs|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/qc/temperature|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createTemperatureLog|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/qc/watchlist|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getWatchlist|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/qc/watchlist|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.addWatchlistItem|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/qc/watchlist/:sku/log-check|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.logQCCheck|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/reports/compliance|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getComplianceReport|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/reports/export|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.exportReport|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/reports/inventory|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getInventoryReport|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/reports/staff|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getStaffReport|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/settings|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getSettings|src/modules/darkstore/darkstore.routes.ts
PUT|/api/v1/darkstore/settings|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.updateSettings|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/staff/absences|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getAbsences|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/staff/absences|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.logAbsence|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/staff/performance|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getStaffPerformance|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/staff/performance/download|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.downloadStaffPerformance|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/staff/roster|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getStaffRoster|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/staff/shift-coverage|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getShiftCoverage|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/staff/shifts/auto-assign-ot|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.autoAssignOT|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/staff/summary|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getStaffSummary|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/staff/weekly-roster|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getWeeklyRoster|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/staff/weekly-roster/publish|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.publishRoster|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/transfer-requests|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getDarkstoreWDTransferRequests|src/modules/darkstore/darkstore.routes.ts
POST|/api/v1/darkstore/transfer-requests|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.createWDTransferRequest|src/modules/darkstore/darkstore.routes.ts
GET|/api/v1/darkstore/transfer-requests/:id|admin JWT (Bearer or cookie selorg_admin_token)|ctrl.getDarkstoreWDTransferRequestById|src/modules/darkstore/darkstore.routes.ts
